sample,trt,block,pot,days,no3,nh4,faa,tdn,doc,din,don,doc_don,don_din
15NSS_001,A,1,11,0,1.67,2.77,3.219,64.04,311.98,4.4399999999999995,59.60000000000001,5.234563758389261,13.423423423423428
15NSS_002,A,2,24,0,NA,NA,NA,61.81,298.39,NA,0,NA,NA
15NSS_003,A,3,30,0,1.64,3.92,1.335,63.48,302.28,5.56,57.919999999999995,5.218922651933702,10.417266187050359
15NSS_004,A,4,42,0,1.69,4.15,0.997,62.36,284.81,5.84,56.519999999999996,5.039101203113942,9.678082191780822
15NSS_005,A,5,53,0,1.69,3.7,1.577,66.82,289.97,5.390000000000001,61.42999999999999,4.720332085300343,11.39703153988868
15NSS_006,A,6,68,0,1.66,4.77,1.493,56.23,238.36,6.43,49.8,4.786345381526105,7.744945567651633
15NSS_007,B,1,9,0,1.64,3.59,1.432,65.71,234.35,5.2299999999999995,60.48,3.8748346560846563,11.564053537284895
15NSS_008,B,2,13,0,1.62,4.6,1.974,57.91,NA,6.22,51.69,NA,8.310289389067524
15NSS_009,B,3,28,0,1.65,3.72,1.435,63.48,244.05,5.37,58.11,4.199793495095509,10.82122905027933
15NSS_010,B,4,38,0,1.68,5.47,0.935,63.48,232.41,7.1499999999999995,56.33,4.125865435824605,7.8783216783216785
15NSS_011,B,5,58,0,1.62,3.19,5.637,61.25,307.18,4.8100000000000005,56.44,5.4425939050318926,11.733887733887732
15NSS_012,B,6,70,0,1.69,5.08,1.094,66.82,223.07,6.77,60.05,3.7147377185678603,8.870014771048744
15NSS_013,C,1,10,0,1.63,4.02,1.659,58.46,245.99,5.6499999999999995,52.81,4.658019314523765,9.346902654867257
15NSS_014,C,2,15,0,1.68,5,1.153,64.04,230.47,6.68,57.36000000000001,4.017956764295676,8.58682634730539
15NSS_015,C,3,32,0,1.64,4.55,1.404,59.02,251.82,6.1899999999999995,52.830000000000005,4.766609880749574,8.534733441033927
15NSS_016,C,4,40,0,1.68,4.82,1.501,66.27,282.87,6.5,59.769999999999996,4.732641793541911,9.195384615384615
15NSS_017,C,5,55,0,1.66,5.14,0.862,54,207.77,6.8,47.2,4.401906779661017,6.9411764705882355
15NSS_018,C,6,64,0,1.69,3.78,1.452,57.91,255.56,5.47,52.44,4.8733790999237225,9.586837294332724
15NSS_019,D,1,6,0,1.65,NA,1.9,70.72,269.28,NA,0,NA,NA
15NSS_020,D,2,22,0,1.67,3.75,0.894,66.82,286.75,5.42,61.39999999999999,4.670195439739414,11.32841328413284
15NSS_021,D,3,26,0,1.67,3.7,1.263,61.25,263.46,5.37,55.88,4.714745884037222,10.405959031657355
15NSS_022,D,4,43,0,1.66,2.69,0.921,58.46,263.46,4.35,54.11,4.868970615413047,12.439080459770116
15NSS_023,D,5,56,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_024,D,6,62,0,1.71,4.72,0.919,64.59,213.51,6.43,58.160000000000004,3.6710797799174686,9.045101088646968
15NSS_025,E,1,2,0,1.61,3.05,2.69,65.71,298.39,4.66,61.05,4.887633087633088,13.100858369098711
15NSS_026,E,2,17,0,1.64,5.05,1.03,61.81,278.99,6.6899999999999995,55.120000000000005,5.061502177068214,8.239162929745891
15NSS_027,E,3,35,0,1.59,4,2.259,54.56,311.98,5.59,48.97,6.370839289360834,8.760286225402504
15NSS_028,E,4,41,0,1.65,5.83,1.104,65.15,249.87,7.48,57.67,4.332755332061731,7.709893048128342
15NSS_029,E,5,57,0,1.64,4.08,1.848,63.48,289.97,5.72,57.76,5.0202562326869815,10.097902097902098
15NSS_030,E,6,71,0,1.69,4.12,0.974,64.59,259.39,5.8100000000000005,58.78,4.412895542701599,10.117039586919104
15NSS_031,F,1,1,0,1.63,3.32,1.433,66.82,292.57,4.949999999999999,61.86999999999999,4.728786164538549,12.4989898989899
15NSS_032,F,2,14,0,1.63,4.8,1.219,54,242.11,6.43,47.57,5.08955223880597,7.398133748055988
15NSS_033,F,3,27,0,1.63,4.13,1.442,63.48,263.46,5.76,57.72,4.5644490644490645,10.020833333333334
15NSS_034,F,4,44,0,1.64,5.29,1.261,61.81,290.63,6.93,54.88,5.295736151603498,7.91919191919192
15NSS_035,F,5,54,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_036,F,6,63,0,1.73,3.51,0.843,64.59,238.36,5.24,59.35,4.016175231676495,11.326335877862595
15NSS_037,G,1,7,0,NA,NA,NA,72.4,NA,NA,0,NA,NA
15NSS_038,G,2,23,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_039,G,3,31,0,1.7,3.59,0.866,67.38,255.7,5.29,62.089999999999996,4.118215493638267,11.737240075614366
15NSS_040,G,4,39,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_041,G,5,51,0,1.68,4.46,2.459,63.48,257.64,6.14,57.339999999999996,4.493198465294733,9.338762214983714
15NSS_042,G,6,61,0,1.66,3.49,1.746,66.27,330.12,5.15,61.12,5.401178010471204,11.867961165048543
15NSS_043,H,1,8,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_044,H,2,19,0,1.68,4.9,1.074,70.72,265.4,6.58,64.14,4.137823511069535,9.74772036474164
15NSS_045,H,3,29,0,NA,NA,NA,76.3,371.51,NA,0,NA,NA
15NSS_046,H,4,47,0,1.69,4.14,1.102,67.94,282.87,5.83,62.11,4.554339075833199,10.653516295025728
15NSS_047,H,5,59,0,1.63,5.72,1.437,74.07,339.67,7.35,66.72,5.09097721822542,9.077551020408164
15NSS_048,H,6,65,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_049,I,1,3,0,1.66,3.16,1.04,75.18,282.87,4.82,70.36000000000001,4.020324047754405,14.597510373443985
15NSS_050,I,2,20,0,1.73,4.24,1.75,74.63,253.76,5.970000000000001,68.66,3.6958928051267113,11.500837520938022
15NSS_051,I,3,25,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_052,I,4,48,0,1.76,NA,NA,75.74,333.33,NA,0,NA,NA
15NSS_053,I,5,50,0,1.66,3.29,1.333,77.41,292.57,4.95,72.46,4.037675959149876,14.638383838383836
15NSS_054,I,6,72,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_055,J,1,12,0,NA,NA,NA,NA,253.76,NA,0,NA,NA
15NSS_056,J,2,18,0,1.67,3.16,2.945,70.72,284.81,4.83,65.89,4.322507208984671,13.641821946169772
15NSS_057,J,3,36,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_058,J,4,46,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_059,J,5,60,0,1.7,3.44,2.491,74.07,270.86,5.14,68.92999999999999,3.9294936892499646,13.410505836575874
15NSS_060,J,6,69,0,1.69,2.95,0.91,62.92,267.03,4.640000000000001,58.28,4.581846259437199,12.560344827586206
15NSS_061,K,1,5,0,1.72,4.49,0.891,80.76,213,6.21,74.55000000000001,2.8571428571428568,12.004830917874399
15NSS_062,K,2,21,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_063,K,3,33,0,1.7,2.52,2.63,65.71,317.8,4.22,61.489999999999995,5.168320052040983,14.571090047393364
15NSS_064,K,4,37,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_065,K,5,52,0,NA,NA,NA,NA,NA,NA,0,NA,NA
15NSS_066,K,6,66,0,1.68,4.05,1.566,69.61,261.3,5.7299999999999995,63.88,4.090482154038823,11.148342059336825
15NSS_067,L,1,4,0,1.75,0.25,0.135,65.71,119.65,2,63.709999999999994,1.8780411238424113,31.854999999999997
15NSS_068,L,2,16,0,1.75,0.32,0.208,55.68,139.06,2.07,53.61,2.5939190449542995,25.898550724637683
15NSS_069,L,3,34,0,1.72,0.35,0.205,55.12,156.33,2.07,53.05,2.9468426013195104,25.6280193236715
15NSS_070,L,4,45,0,1.74,0.35,0.153,65.15,137.7,2.09,63.06,2.1836346336822072,30.172248803827756
15NSS_071,L,5,49,0,1.74,0.38,0.21,56.79,146.24,2.12,54.67,2.6749588439729286,25.787735849056602
15NSS_072,L,6,67,0,1.77,0.12,0.139,57.35,122.52,1.8900000000000001,55.46,2.2091597547782182,29.34391534391534
15NSS_073,A,1,11,7,104.03,0.19,0.178,106.18,177.88,104.22,1.960000000000008,90.75510204081596,0.018806371137977434
15NSS_074,A,2,24,7,112.44,0.16,0.194,172.28,194.39,112.6,59.68000000000001,3.2572050938337798,0.5300177619893429
15NSS_075,A,3,30,7,97.31,0.51,0.621,105.02,203.95,97.82000000000001,7.199999999999989,28.326388888888932,0.0736045798405233
15NSS_076,A,4,42,7,136.64,0.21,0.238,136.33,156.02,136.85,0,NA,0
15NSS_077,A,5,53,7,78.48,0.27,0.301,87.04,202.04,78.75,8.290000000000006,24.371531966224346,0.10526984126984135
15NSS_078,A,6,68,7,94.28,0.13,0.169,87.62,173.84,94.41,0,NA,0
15NSS_079,B,1,9,7,117.48,0.15,0.163,128.21,149.17,117.63000000000001,10.579999999999998,14.099243856332704,0.08994304174105243
15NSS_080,B,2,13,7,103.36,0.21,0.254,101.54,139.8,103.57,0,NA,0
15NSS_081,B,3,28,7,80.5,0.15,0.194,87.04,148.27,80.65,6.390000000000001,23.203442879499217,0.07923124612523248
15NSS_082,B,4,38,7,140.34,0.15,0.169,81.82,148.21,140.49,0,NA,0
15NSS_083,B,5,58,7,74.78,0.26,0.262,78.92,197.96,75.04,3.8799999999999955,51.020618556701095,0.05170575692963746
15NSS_084,B,6,70,7,104.03,0.25,0.252,95.74,135.05,104.28,0,NA,0
15NSS_085,C,1,10,7,110.76,0.19,0.213,136.33,151.35,110.95,25.38000000000001,5.963356973995269,0.2287516899504282
15NSS_086,C,2,15,7,93.27,0.14,0.199,96.32,155.87,93.41,2.9099999999999966,53.563573883161574,0.031152981479498947
15NSS_087,C,3,32,7,74.78,0.14,0.135,79.5,139.12,74.92,4.579999999999998,30.375545851528397,0.06113187399893217
15NSS_088,C,4,40,7,113.11,0.14,0.167,105.02,160.24,113.25,0,NA,0
15NSS_089,C,5,55,7,91.59,0.16,0.181,94.58,152.89,91.75,2.8299999999999983,54.024734982332184,0.030844686648501343
15NSS_090,C,6,64,7,144.71,0.18,0.219,136.91,168.13,144.89000000000001,0,NA,0
15NSS_091,D,1,6,7,119.16,0.14,0.175,128.69,161.63,119.3,9.39,17.212992545260914,0.07870913663034368
15NSS_092,D,2,22,7,165.32,0.14,0.164,187.36,184.21,165.45999999999998,21.900000000000034,8.411415525114142,0.13235827390305838
15NSS_093,D,3,26,7,139,0.14,0.172,153.73,167.11,139.14,14.590000000000003,11.453735435229607,0.10485841598390114
15NSS_094,D,4,43,7,121.52,0.14,0.171,111.4,162.54,121.66,0,NA,0
15NSS_095,D,5,56,7,169.38,0.16,0.172,192,137.3,169.54,22.460000000000008,6.113089937666961,0.1324761118320161
15NSS_096,D,6,62,7,113.11,0.14,0.136,109.66,149.42,113.25,0,NA,0
15NSS_097,E,1,2,7,132.95,0.21,0.238,151.54,168.42,133.16,18.379999999999995,9.163220892274213,0.13802943826975064
15NSS_098,E,2,17,7,101.34,0.14,0.182,117.77,195.24,101.48,16.289999999999992,11.985267034990798,0.1605242412297989
15NSS_099,E,3,35,7,67.05,0.3,0.262,73.71,157.9,67.35,6.359999999999999,24.827044025157235,0.09443207126948774
15NSS_100,E,4,41,7,87.89,0.14,0.162,91.1,164.1,88.03,3.069999999999993,53.45276872964181,0.03487447461092801
15NSS_101,E,5,57,7,158.67,0.28,0.256,183.3,184.51,158.95,24.350000000000023,7.577412731006152,0.15319282793331251
15NSS_102,E,6,71,7,132.61,0.15,0.177,131.69,171.6,132.76000000000002,0,NA,0
15NSS_103,F,1,1,7,97.98,0.16,0.21,120.33,196.16,98.14,22.189999999999998,8.840018026137901,0.22610556348074176
15NSS_104,F,2,14,7,133.96,0.16,0.179,146.19,141.97,134.12,12.069999999999993,11.762220381110197,0.089994035192365
15NSS_105,F,3,27,7,82.18,0.25,0.293,90.52,158.83,82.43,8.08999999999999,19.632880098887544,0.0981438796554651
15NSS_106,F,4,44,7,62,0.13,0.164,65.01,196.3,62.13,2.8800000000000026,68.15972222222217,0.046354418155480484
15NSS_107,F,5,54,7,139,0.18,0.218,182.72,181.76,139.18,43.53999999999999,4.174552135966928,0.31283230349188096
15NSS_108,F,6,63,7,163.1,0.16,0.204,169.96,186.74,163.26,6.700000000000017,27.871641791044706,0.041038833762097375
15NSS_109,G,1,7,7,126.22,0.14,0.16,144.29,162.61,126.36,17.929999999999993,9.069157836029007,0.1418961696739474
15NSS_110,G,2,23,7,133.96,0.13,0.149,158.36,160.82,134.09,24.27000000000001,6.626287597857434,0.1809978372734731
15NSS_111,G,3,31,7,139.33,0.14,0.146,131.11,161.02,139.47,0,NA,0
15NSS_112,G,4,39,7,159.04,0.14,0.172,152.57,164.98,159.17999999999998,0,NA,0
15NSS_113,G,5,51,7,101.01,0.15,0.171,105.6,162.58,101.16000000000001,4.4399999999999835,36.61711711711725,0.043890865954922725
15NSS_114,G,6,61,7,74.78,0.14,0.185,78.92,215.42,74.92,4,53.855,0.05339028296849973
15NSS_115,H,1,8,7,107.39,0.15,0.168,110.85,155.29,107.54,3.309999999999988,46.91540785498506,0.030779244932118168
15NSS_116,H,2,19,7,113.45,0.13,0.172,121.83,185.4,113.58,8.25,22.472727272727273,0.07263602746962494
15NSS_117,H,3,29,7,110.08,0.14,0.207,118.35,194.39,110.22,8.129999999999995,23.910209102091034,0.07376156777354378
15NSS_118,H,4,47,7,108.07,0.18,0.267,114.3,190.57,108.25,6.049999999999997,31.49917355371902,0.05588914549653577
15NSS_119,H,5,59,7,126.56,0.14,0.192,120.67,232.62,126.7,0,NA,0
15NSS_120,H,6,65,7,127.23,0.27,0.309,174.6,181.4,127.5,47.099999999999994,3.8513800424628455,0.36941176470588233
15NSS_121,I,1,3,7,56.62,0.14,0.13,58.46,131.2,56.76,1.7000000000000028,77.17647058823516,0.029950669485553257
15NSS_122,I,2,20,7,130.93,0.13,0.146,157.78,150.21,131.06,26.72,5.621631736526947,0.2038760872882649
15NSS_123,I,3,25,7,186.74,0.18,0.206,243.02,158.09,186.92000000000002,56.099999999999994,2.818003565062389,0.3001283971752621
15NSS_124,I,4,48,7,134.96,0.17,0.203,134.59,198.22,135.13,0,NA,0
15NSS_125,I,5,50,7,140.01,0.14,0.187,151.41,192.48,140.14999999999998,11.26000000000002,17.094138543516845,0.08034249018908328
15NSS_126,I,6,72,7,69.74,0.14,0.123,83.56,107.73,69.88,13.680000000000007,7.8749999999999964,0.19576416714367498
15NSS_127,J,1,12,7,192.28,0.17,0.162,179.24,150.58,192.45,0,NA,0
15NSS_128,J,2,18,7,80.5,0.14,0.152,109.66,137.74,80.64,29.019999999999996,4.746381805651276,0.3598710317460317
15NSS_129,J,3,36,7,198.93,0.25,0.229,198.95,148.61,199.18,0,NA,0
15NSS_130,J,4,46,7,147.4,0.15,0.178,164.16,160.77,147.55,16.609999999999985,9.679108970499708,0.11257200948830894
15NSS_131,J,5,60,7,167.91,0.15,0.197,169.96,202.04,168.06,1.9000000000000057,106.33684210526283,0.011305486135903877
15NSS_132,J,6,69,7,136.98,0.14,0.154,133.43,146.56,137.11999999999998,0,NA,0
15NSS_133,K,1,5,7,130.26,0.14,0.165,144.85,155.88,130.39999999999998,14.450000000000017,10.787543252595142,0.11081288343558297
15NSS_134,K,2,21,7,137.99,0.19,0.194,176.34,164.72,138.18,38.16,4.316561844863732,0.27616152844116365
15NSS_135,K,3,33,7,138.66,0.29,0.301,149.09,164.01,138.95,10.140000000000015,16.174556213017727,0.07297589060813253
15NSS_136,K,4,37,7,127.23,0.17,0.209,132.85,158.61,127.4,5.449999999999989,29.102752293578046,0.04277864992150697
15NSS_137,K,5,52,7,142.02,0.15,0.182,154.31,192.48,142.17000000000002,12.139999999999986,15.855024711696887,0.08539072940845456
15NSS_138,K,6,66,7,133.28,0.13,0.151,128.79,154.95,133.41,0,NA,0
15NSS_139,L,1,4,7,78.82,0.13,0.138,86.33,175.15,78.94999999999999,7.38000000000001,23.733062330623277,0.09347688410386334
15NSS_140,L,2,16,7,138.66,0.13,0.114,159.52,117.01,138.79,20.730000000000018,5.644476603955615,0.14936234599034526
15NSS_141,L,3,34,7,85.54,0.13,0.095,81.82,112.58,85.67,0,NA,0
15NSS_142,L,4,45,7,74.11,0.15,0.148,94,182.25,74.26,19.739999999999995,9.232522796352585,0.2658227848101265
15NSS_143,L,5,49,7,99.66,0.13,0.1,92.84,105.6,99.78999999999999,0,NA,0
15NSS_144,L,6,67,7,86.88,0.13,0.123,106.76,159.58,87.00999999999999,19.750000000000014,8.079999999999995,0.22698540397655462
15NSS_145,A,1,11,14,151.28,0.13,0.156,185.4,150.8,151.41,33.99000000000001,4.436598999705795,0.2244897959183674
15NSS_146,A,2,24,14,217.03,0.13,0.179,244.48,183.99,217.16,27.319999999999993,6.7346266471449505,0.12580585743230793
15NSS_147,A,3,30,14,86.64,0.13,0.191,103.22,169.27,86.77,16.450000000000003,10.28996960486322,0.1895816526449234
15NSS_148,A,4,42,14,140.57,0.14,0.153,166.38,116.57,140.70999999999998,25.670000000000016,4.541098558628747,0.1824319522422004
15NSS_149,A,5,53,14,53.47,0.13,0.174,74.02,185.15,53.6,20.419999999999995,9.067091087169445,0.38097014925373124
15NSS_150,A,6,68,14,95.88,0.19,0.201,124.28,164.16,96.07,28.210000000000008,5.819213045019495,0.293640054127199
15NSS_151,B,1,9,14,137.25,0.13,0.135,160.27,153.86,137.38,22.890000000000015,6.721712538226296,0.16661813946717147
15NSS_152,B,2,13,14,89.23,0.13,0.115,95.75,101.33,89.36,6.390000000000001,15.857589984350547,0.07150850492390332
15NSS_153,B,3,28,14,47.22,0.13,0.142,60.44,138.12,47.35,13.089999999999996,10.55156608097785,0.2764519535374867
15NSS_154,B,4,38,14,50.64,0.13,0.127,65.19,113.92,50.77,14.419999999999995,7.900138696255204,0.28402599960606645
15NSS_155,B,5,58,14,49.6,0.12,0.191,71.99,187.26,49.72,22.269999999999996,8.408621463852718,0.44790828640386154
15NSS_156,B,6,70,14,76.67,0.13,0.121,76.21,122.29,76.8,0,NA,0
15NSS_157,C,1,10,14,95.88,0.13,0.133,119.52,144.35,96.00999999999999,23.510000000000005,6.1399404508719675,0.2448703260077076
15NSS_158,C,2,15,14,114.35,0.13,0.157,133.78,167.09,114.47999999999999,19.30000000000001,8.65751295336787,0.16858839972047532
15NSS_159,C,3,32,14,115.45,0.13,0.123,122.24,110.21,115.58,6.659999999999997,16.548048048048056,0.05762242602526386
15NSS_160,C,4,40,14,127.27,0.13,0.162,156.19,143.52,127.39999999999999,28.790000000000006,4.985064258423063,0.22598116169544746
15NSS_161,C,5,55,14,90.71,0.13,0.126,111.37,129.12,90.83999999999999,20.530000000000015,6.289332683877248,0.22600176133861755
15NSS_162,C,6,64,14,183.42,0.13,0.194,230.89,203.95,183.54999999999998,47.34,4.308196028728347,0.25791337510215206
15NSS_163,D,1,6,14,117.67,0.13,0.146,131.07,170.16,117.8,13.269999999999996,12.822908816880185,0.1126485568760611
15NSS_164,D,2,22,14,132.45,0.13,0.124,146.69,171.59,132.57999999999998,14.110000000000014,12.160878809355056,0.1064263086438378
15NSS_165,D,3,26,14,130.6,0.13,0.162,156.19,130.63,130.73,25.460000000000008,5.130793401413981,0.1947525434100819
15NSS_166,D,4,43,14,123.21,0.13,0.13,136.5,122.12,123.33999999999999,13.16000000000001,9.279635258358656,0.10669693530079465
15NSS_167,D,5,56,14,239.93,0.13,0.137,299.48,131.95,240.06,59.420000000000016,2.2206327835745534,0.24752145297009087
15NSS_168,D,6,62,14,107.7,0.15,0.125,135.14,108.18,107.85000000000001,27.289999999999978,3.9640894100403115,0.2530366249420489
15NSS_169,E,1,2,14,107.33,0.13,0.135,124.73,106.64,107.46,17.27000000000001,6.174869716270987,0.1607109622185
15NSS_170,E,2,17,14,127.27,0.13,0.157,152.8,172.61,127.39999999999999,25.40000000000002,6.795669291338578,0.19937205651491383
15NSS_171,E,3,35,14,37.85,0.13,0.149,44.82,130.14,37.980000000000004,6.839999999999996,19.026315789473692,0.1800947867298577
15NSS_172,E,4,41,14,85.9,0.13,0.137,105.26,111,86.03,19.230000000000004,5.772230889235568,0.2235266767406719
15NSS_173,E,5,57,14,157.19,0.13,0.125,203.73,185.6,157.32,46.41,3.9991381167851756,0.2950038138825324
15NSS_174,E,6,71,14,170.86,0.13,0.159,154.48,163.29,170.99,0,NA,0
15NSS_175,F,1,1,14,70.13,0.13,0.128,96.32,138.14,70.25999999999999,26.060000000000002,5.3008442056792004,0.3709080557927698
15NSS_176,F,2,14,14,148.33,0.13,0.165,179.96,130.7,148.46,31.5,4.149206349206349,0.21217836454263775
15NSS_177,F,3,27,14,106.96,0.15,0.183,126.99,133.39,107.11,19.879999999999995,6.709758551307848,0.18560358509943045
15NSS_178,F,4,44,14,60.02,0.13,0.15,74.7,126.69,60.150000000000006,14.549999999999997,8.707216494845362,0.24189526184538646
15NSS_179,F,5,54,14,246.58,0.13,0.15,325.29,153.42,246.71,78.58000000000001,1.9524051921608547,0.3185116128247741
15NSS_180,F,6,63,14,188.96,0.13,0.16,237.69,180.29,189.09,48.599999999999994,3.7096707818930046,0.2570204664445502
15NSS_181,G,1,7,14,124.32,0.13,0.147,140.57,157.47,124.44999999999999,16.120000000000005,9.768610421836225,0.12952993169947774
15NSS_182,G,2,23,14,249.91,0.13,0.199,294.05,286.15,250.04,44.01000000000002,6.50193137923199,0.17601183810590315
15NSS_183,G,3,31,14,247.32,0.13,0.183,262.81,198.22,247.45,15.360000000000014,12.904947916666655,0.062073146090119276
15NSS_184,G,4,39,14,283.3,0.13,0.212,334.32,224.98,283.43,50.889999999999986,4.420907840440166,0.17955050629785127
15NSS_185,G,5,51,14,108.07,0.13,0.121,130.39,134.46,108.19999999999999,22.189999999999998,6.059486255069852,0.20508317929759703
15NSS_186,G,6,61,14,41.42,0.14,0.127,58.4,128.89,41.56,16.839999999999996,7.653800475059383,0.4051973051010586
15NSS_187,H,1,8,14,193.39,0.23,0.225,229.54,173.73,193.61999999999998,35.920000000000016,4.836581291759463,0.18551802499741774
15NSS_188,H,2,19,14,139.09,0.13,0.144,156.87,136.68,139.22,17.650000000000006,7.743909348441925,0.1267777618158311
15NSS_189,H,3,29,14,171.23,0.13,0.203,194.22,155.7,171.35999999999999,22.860000000000014,6.811023622047239,0.1334033613445379
15NSS_190,H,4,47,14,59.42,0.16,0.211,76.74,149.83,59.58,17.159999999999997,8.731351981351985,0.28801611278952666
15NSS_191,H,5,59,14,114.72,0.13,0.175,143.29,182.72,114.85,28.439999999999998,6.424753867791843,0.247627340008707
15NSS_192,H,6,65,14,396.06,0.28,0.628,487.41,398.93,396.34,91.07000000000005,4.380476556495002,0.2297774637937126
15NSS_193,I,1,3,14,94.77,0.13,0.141,98.47,141.86,94.89999999999999,3.5700000000000074,39.73669467787107,0.037618545837724005
15NSS_194,I,2,20,14,180.83,0.13,0.136,196.94,141.49,180.96,15.97999999999999,8.854192740926164,0.08830680813439427
15NSS_195,I,3,25,14,266.9,0.13,0.169,310.35,182.68,267.03,43.32000000000005,4.216989843028619,0.1622289630378611
15NSS_196,I,4,48,14,221.1,0.13,0.225,288.62,166.67,221.23,67.39000000000001,2.473215610624721,0.30461510645030065
15NSS_197,I,5,50,14,125.43,0.13,0.143,143.29,117.85,125.56,17.72999999999999,6.646926113931194,0.141207390888818
15NSS_198,I,6,72,14,114.72,0.13,0.146,117.65,110.24,114.85,2.8000000000000114,39.37142857142841,0.02437962559860698
15NSS_199,J,1,12,14,441.93,0.16,0.234,474.43,276.59,442.09000000000003,32.339999999999975,8.552566481137916,0.07315252550385662
15NSS_200,J,2,18,14,115.45,0.13,0.133,131.75,126.79,115.58,16.17,7.841063698206555,0.13990309742169926
15NSS_201,J,3,36,14,325.35,0.15,0.198,337.78,207.77,325.5,12.279999999999973,16.919381107491894,0.03772657450076797
15NSS_202,J,4,46,14,173.82,0.13,0.149,203.05,148.19,173.95,29.100000000000023,5.0924398625429514,0.16728945099166442
15NSS_203,J,5,60,14,236.61,0.13,0.188,302.2,194.39,236.74,65.45999999999998,2.969599755575925,0.27650587142012323
15NSS_204,J,6,69,14,201.52,0.13,0.131,203.6,115.53,201.65,1.9499999999999886,59.24615384615419,0.009670220679394935
15NSS_205,K,1,5,14,114.35,0.14,0.151,120.88,137.24,114.49,6.390000000000001,21.477308294209703,0.05581273473665823
15NSS_206,K,2,21,14,401.79,0.17,0.283,446.76,284.24,401.96000000000004,44.799999999999955,6.344642857142864,0.11145387600756282
15NSS_207,K,3,33,14,206.32,0.15,0.147,219.35,119.81,206.47,12.879999999999995,9.302018633540376,0.06238194410810285
15NSS_208,K,4,37,14,272.81,0.14,0.219,357.89,215.42,272.95,84.94,2.5361431598775606,0.311192526103682
15NSS_209,K,5,52,14,181.2,0.13,0.151,222.75,164.58,181.32999999999998,41.420000000000016,3.973442781265088,0.22842331660508475
15NSS_210,K,6,66,14,143.9,0.18,0.201,181.32,142.63,144.08,37.23999999999998,3.830021482277123,0.2584675180455301
15NSS_211,L,1,4,14,91.81,0.13,0.129,101.87,166.56,91.94,9.930000000000007,16.773413897280957,0.10800522079617149
15NSS_212,L,2,16,14,97.72,0.13,0.099,125.63,99.81,97.85,27.78,3.5928725701943844,0.283903934593766
15NSS_213,L,3,34,14,64.93,0.13,0.144,76.74,135.25,65.06,11.679999999999993,11.57962328767124,0.1795265908392252
15NSS_214,L,4,45,14,116.19,0.13,0.108,137.18,121.69,116.32,20.860000000000014,5.833652924256947,0.17933287482806065
15NSS_215,L,5,49,14,42.61,0.14,0.208,48.9,87.28,42.75,6.149999999999999,14.19186991869919,0.143859649122807
15NSS_216,L,6,67,14,96.99,0.14,0.126,115.45,123.12,97.13,18.320000000000007,6.7205240174672465,0.18861319880572439
15NSS_217,A,1,11,21,138.36,0.14,0.115,122.25,131.04,138.5,0,NA,0
15NSS_218,A,2,24,21,116.71,0.14,0.139,108.95,180.05,116.85,0,NA,0
